,물품대분류,상품명,물품판매량,제품단가,UPC,Code,ItemNumber,상위상품명
163,FC,좋은느낌 유기농 입는 오버나이트 중형 8입,112,21046,FC-2383,FC,2383,좋은느낌 유기농 입는 오버나이트 중형
164,FC,좋은느낌 유기농 입는 오버나이트 중형 8입 (EA),2,31950,FC-2384,FC,2384,좋은느낌 유기농 입는 오버나이트 중형
165,FC,좋은느낌 유기농 탐폰 슈퍼 12개입,42,15767,FC-2385,FC,2385,좋은느낌 유기농 탐폰 슈퍼
166,FC,좋은느낌 유기농 탐폰 슈퍼 12개입 (EA),15,9240,FC-2386,FC,2386,좋은느낌 유기농 탐폰 슈퍼
167,FC,좋은느낌 유기농순면 뉴 맥시슬림 날개 대형 14개입,77,9823,FC-2387,FC,2387,좋은느낌 유기농순면 뉴 맥시슬림 날개 대형
168,FC,좋은느낌 유기농순면 뉴 맥시슬림 날개 대형 14개입 (EA),27,8133,FC-2388,FC,2388,좋은느낌 유기농순면 뉴 맥시슬림 날개 대형
169,FC,좋은느낌 유기농순면 뉴 맥시슬림 날개 중형 14개입,110,10600,FC-2389,FC,2389,좋은느낌 유기농순면 뉴 맥시슬림 날개 중형
170,FC,좋은느낌 유기농순면 뉴 맥시슬림 날개 중형 14개입 (EA),26,6788,FC-2390,FC,2390,좋은느낌 유기농순면 뉴 맥시슬림 날개 중형
171,FC,좋은느낌 유기농순면 뉴 맥시슬림 수퍼롱 오버나이트 8개입 (EA),37,6555,FC-2391,FC,2391,좋은느낌 유기농순면 뉴 맥시슬림 수퍼롱 오버나이트
172,FC,좋은느낌 유기농순면 뉴 맥시슬림 오버나이트 12개입 (EA),23,7642,FC-2392,FC,2392,좋은느낌 유기농순면 뉴 맥시슬림 오버나이트
173,FC,좋은느낌 유기농순면 뉴 울트라 날개 중형 18매X2팩 + 날개 대형 16매X1팩,22,25200,FC-2393,FC,2393,좋은느낌 유기농순면 뉴 울트라 날개 중형
174,FC,좋은느낌 유기농순면 뉴 울트라 날개 중형 18매X3팩,24,25575,FC-2394,FC,2394,좋은느낌 유기농순면 뉴 울트라 날개 중형
175,FC,좋은느낌 유기농순면 뉴 울트라슬림 날개 대형 16개입 (EA),17,8735,FC-2395,FC,2395,좋은느낌 유기농순면 뉴 울트라슬림 날개 대형
176,FC,좋은느낌 유기농순면 뉴 울트라슬림 날개 중형 18개입 (EA),11,8640,FC-2396,FC,2396,좋은느낌 유기농순면 뉴 울트라슬림 날개 중형
177,FC,좋은느낌 유기농순면 팬티라이너 롱 36개입 X 2,149,10933,FC-2397,FC,2397,좋은느낌 유기농순면 팬티라이너 롱
178,FC,좋은느낌 유기농순면 팬티라이너 롱 36개입 X 2 (EA),5,7200,FC-2398,FC,2398,좋은느낌 유기농순면 팬티라이너 롱
179,FC,좋은느낌 입는 오버나이트 대형 8개입,444,14301,FC-2399,FC,2399,좋은느낌 입는 오버나이트 대형
180,FC,좋은느낌 입는 오버나이트 대형 8개입 (EA),19,14560,FC-2400,FC,2400,좋은느낌 입는 오버나이트 대형
181,FC,좋은느낌 입는 오버나이트 대형 8개입 X2,11,32582,FC-2402,FC,2402,좋은느낌 입는 오버나이트 대형
182,FC,좋은느낌 입는 오버나이트 대형 8개입 X 2,12,24267,FC-2401,FC,2401,좋은느낌 입는 오버나이트 대형
183,FC,좋은느낌 입는 오버나이트 중형 8개입,206,14178,FC-2403,FC,2403,좋은느낌 입는 오버나이트 중형
184,FC,좋은느낌 입는 오버나이트 중형 8개입 (EA),9,10640,FC-2404,FC,2404,좋은느낌 입는 오버나이트 중형
185,FC,좋은느낌 입는 오버나이트 중형 8개입 X2,13,22400,FC-2406,FC,2406,좋은느낌 입는 오버나이트 중형
186,FC,좋은느낌 입는 오버나이트 중형 8개입 X 2,15,25387,FC-2405,FC,2405,좋은느낌 입는 오버나이트 중형
187,FC,좋은느낌 좋은순면 슬림 날개 수퍼롱 10개입,23,13283,FC-2407,FC,2407,좋은느낌 좋은순면 슬림 날개 수퍼롱
188,FC,좋은느낌 좋은순면 울트라 날개 대형 17개입,95,9881,FC-2408,FC,2408,좋은느낌 좋은순면 울트라 날개 대형
189,FC,좋은느낌 좋은순면 울트라 날개 대형 17개입 (EA),1,5670,FC-2409,FC,2409,좋은느낌 좋은순면 울트라 날개 대형
190,FC,좋은느낌 좋은순면 울트라 날개 중형 19개입,121,10674,FC-2410,FC,2410,좋은느낌 좋은순면 울트라 날개 중형
191,FC,좋은느낌 좋은순면 울트라 날개 중형 19개입 (EA),1,5670,FC-2411,FC,2411,좋은느낌 좋은순면 울트라 날개 중형
192,FC,좋은느낌 좋은순면 팬티라이너 롱 36개입,479,8023,FC-2412,FC,2412,좋은느낌 좋은순면 팬티라이너 롱
193,FC,좋은느낌 좋은순면 팬티라이너 롱 36개입 (EA),18,5400,FC-2413,FC,2413,좋은느낌 좋은순면 팬티라이너 롱
194,FC,좋은느낌 팬티라이너 유기농 순면 롱 36개입,609,9277,FC-2414,FC,2414,은느낌 팬티라이너 유기농 순면 롱
195,FC,좋은느낌 팬티라이너 유기농 순면 롱 36개입 (EA),9,8000,FC-2415,FC,2415,은느낌 팬티라이너 유기농 순면 롱
196,FC,좋은느낌 팬티라이너 유기농 순면 롱 36개입 X 3,24,21938,FC-2416,FC,2416,은느낌 팬티라이너 유기농 순면 롱
197,FC,좋은느낌라이너 유기농순면 롱 팬티라이너 36개입 (EA),27,7000,FC-2417,FC,2417,좋은느낌라이너 유기농순면 롱 팬티라이너
198,FC,좋은느낌라이너 유기농순면 롱 팬티라이너 36개입 X 2 (EA),44,8836,FC-2418,FC,2418,좋은느낌라이너 유기농순면 롱 팬티라이너
199,FC,화이트 스타일핏 수퍼울트라 날개 대형 16입,25,8968,FC-2919,FC,2919,화이트 스타일핏 수퍼울트라 날개 대형
200,FC,화이트 스타일핏 수퍼울트라 날개 중형 18개입,13,8169,FC-2920,FC,2920,화이트 스타일핏 수퍼울트라 날개 중형
201,FC,화이트 시크릿홀 가든프레시뉴 울트라 날개 대형 16개입,30,10260,FC-2921,FC,2921,화이트 시크릿홀 가든프레시뉴 울트라 날개 대형
202,FC,화이트 시크릿홀 가든프레시뉴 울트라 날개 중형 18개입,20,9690,FC-2922,FC,2922,화이트 시크릿홀 가든프레시뉴 울트라 날개 중형
203,FC,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트 10개입,62,8867,FC-2923,FC,2923,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트
204,FC,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트 10개입 (EA),19,7926,FC-2924,FC,2924,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트
205,FC,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트 10개입 X3,4,44100,FC-2925,FC,2925,화이트 시크릿홀 맥시슬림 수퍼롱 오버나이트
206,FC,화이트 시크릿홀 수퍼롱 10개입,88,10019,FC-2926,FC,2926,화이트 시크릿홀 수퍼롱
207,FC,화이트 시크릿홀 울트라 날개 대형 17개입,47,11936,FC-2927,FC,2927,화이트 시크릿홀 울트라 날개 대형
208,FC,화이트 시크릿홀 울트라 날개 중형 19개입,137,10407,FC-2928,FC,2928,화이트 시크릿홀 울트라 날개 중형
209,FC,화이트 시크릿홀 울트라슬림 날개 대형 17개입,50,8250,FC-2929,FC,2929,화이트 시크릿홀 울트라슬림 날개 대형
210,FC,화이트 시크릿홀 울트라슬림 날개 대형 17개입 (EA),9,6050,FC-2930,FC,2930,화이트 시크릿홀 울트라슬림 날개 대형
211,FC,화이트 시크릿홀 울트라슬림 날개 대형 17개입 X3,1,50400,FC-2931,FC,2931,화이트 시크릿홀 울트라슬림 날개 대형
212,FC,화이트 시크릿홀 울트라슬림 날개 중형 19개입,82,9630,FC-2932,FC,2932,화이트 시크릿홀 울트라슬림 날개 중형
213,FC,화이트 시크릿홀 울트라슬림 날개 중형 19개입 (EA),21,5679,FC-2933,FC,2933,화이트 시크릿홀 울트라슬림 날개 중형
214,FC,화이트 시크릿홀 울트라슬림 날개 중형 19개입 X3,3,42000,FC-2934,FC,2934,화이트 시크릿홀 울트라슬림 날개 중형
215,FC,화이트 시크릿홀 울트라슬림 날개 중형 19개입+울트라슬림 날개 대형 17개입+맥시슬림 수퍼롱 오버나이트 10개입,2,25200,FC-2935,FC,2935,화이트 시크릿홀 울트라슬림 날개 중형
216,FC,화이트 에코프레시 맥시슬림 날개 대형 14개입,31,10858,FC-2936,FC,2936,화이트 에코프레시 맥시슬림 날개 대형
217,FC,화이트 에코프레시 맥시슬림 날개 대형 14개입 (EA),3,9900,FC-2937,FC,2937,화이트 에코프레시 맥시슬림 날개 대형
218,FC,화이트 에코프레시 맥시슬림 날개 대형 14개입 X4,8,26400,FC-2938,FC,2938,화이트 에코프레시 맥시슬림 날개 대형
219,FC,화이트 에코프레시 맥시슬림 날개 중형 16개입,22,12600,FC-2939,FC,2939,화이트 에코프레시 맥시슬림 날개 중형
220,FC,화이트 에코프레시 맥시슬림 날개 중형 16개입 (EA),4,8910,FC-2940,FC,2940,화이트 에코프레시 맥시슬림 날개 중형
221,FC,화이트 에코프레시 맥시슬림 날개 중형 16개입 X4,9,29333,FC-2941,FC,2941,화이트 에코프레시 맥시슬림 날개 중형
222,FC,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트 8개입,34,9382,FC-2942,FC,2942,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트
223,FC,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트 8개입 (EA),5,5940,FC-2943,FC,2943,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트
224,FC,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트 8개입 X3,5,16500,FC-2944,FC,2944,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트
225,FC,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트 8개입 X4,12,22000,FC-2945,FC,2945,화이트 에코프레시 맥시슬림 슈퍼롱 오버나이트
226,FC,화이트 에코프레시 슈퍼롱 오버나이트 8개입,80,9419,FC-2946,FC,2946,화이트 에코프레시 슈퍼롱 오버나이트
227,FC,화이트 에코프레시 울트라슬림 날개 대형 16개입,71,10318,FC-2947,FC,2947,화이트 에코프레시 울트라슬림 날개 대형
228,FC,화이트 에코프레시 울트라슬림 날개 대형 16개입 (EA),2,5940,FC-2948,FC,2948,화이트 에코프레시 울트라슬림 날개 대형
229,FC,화이트 에코프레시 울트라슬림 날개 대형 16개입 X3,5,19800,FC-2949,FC,2949,화이트 에코프레시 울트라슬림 날개 대형
230,FC,화이트 에코프레시 울트라슬림 날개 대형 16개입 X4,23,28696,FC-2950,FC,2950,화이트 에코프레시 울트라슬림 날개 대형
231,FC,화이트 에코프레시 울트라슬림 날개 중형 18개입,94,11234,FC-2951,FC,2951,화이트 에코프레시 울트라슬림 날개 중형
232,FC,화이트 에코프레시 울트라슬림 날개 중형 18개입 (EA),8,7425,FC-2952,FC,2952,화이트 에코프레시 울트라슬림 날개 중형
233,FC,화이트 에코프레시 울트라슬림 날개 중형 18개입 X3,26,24369,FC-2953,FC,2953,화이트 에코프레시 울트라슬림 날개 중형
234,FC,화이트 에코프레시 울트라슬림 날개 중형 18개입 X4,21,26400,FC-2954,FC,2954,화이트 에코프레시 울트라슬림 날개 중형
235,FC,화이트 에코프레시 팬티라이너 롱 44개입 (EA),30,6264,FC-2955,FC,2955,화이트 에코프레시 팬티라이너 롱
236,FC,화이트 에코프레시 팬티라이너 롱 44개입 X4,18,24489,FC-2956,FC,2956,화이트 에코프레시 팬티라이너 롱
237,FC,화이트 에코프레시？팬티라이너 롱 44개입,76,10303,FC-2957,FC,2957,화이트 에코프레시？팬티라이너 롱
238,FC,화이트 입는 오버나이트 대형 8개입,41,15576,FC-2958,FC,2958,화이트 입는 오버나이트 대형
239,FC,화이트 입는 오버나이트 대형 L 8개입,62,16481,FC-2959,FC,2959,화이트 입는 오버나이트 대형
240,FC,화이트 입는 오버나이트 대형 L 8개입 (EA),5,11124,FC-2960,FC,2960,화이트 입는 오버나이트 대형
241,FC,화이트 입는 오버나이트 대형 L 8개입 X2,4,25750,FC-2961,FC,2961,화이트 입는 오버나이트 대형
242,FC,화이트 입는 오버나이트 중형 8개입,28,15082,FC-2962,FC,2962,화이트 입는 오버나이트 중형
243,FC,화이트 입는 오버나이트 중형 M 8개입,36,17167,FC-2963,FC,2963,화이트 입는 오버나이트 중형
244,FC,화이트 입는 오버나이트 중형 M 8개입 (EA),16,12746,FC-2964,FC,2964,화이트 입는 오버나이트 중형
245,FC,화이트 입는 오버나이트 중형 M 8개입 X2,4,30900,FC-2965,FC,2965,화이트 입는 오버나이트 중형
246,FC,화이트 클린 울트라슬림 날개 대형 17개입,6,7250,FC-2966,FC,2966,화이트 클린 울트라슬림 날개 대형
247,FC,화이트 클린 울트라슬림 날개 중형 19개입,12,6767,FC-2967,FC,2967,화이트 클린 울트라슬림 날개 중형
248,FC,화이트 탐폰 레귤러 16개입,50,10143,FC-2968,FC,2968,화이트 탐폰 레귤러
249,FC,화이트 탐폰 슈퍼 16개입,53,11233,FC-2969,FC,2969,화이트 탐폰 슈퍼
250,FC,화이트 탐폰 오가닉 레귤러 14개입,6,14000,FC-2970,FC,2970,화이트 탐폰 오가닉 레귤러
251,FC,화이트 탐폰 오가닉 슈퍼 14개입,6,14000,FC-2971,FC,2971,화이트 탐폰 오가닉 슈퍼
252,FC,화이트 한듯안한듯 팬티라이너 롱 36개입,28,6750,FC-2972,FC,2972,화이트 한듯안한듯 팬티라이너 롱
253,FC,화이트 한듯안한듯 팬티라이너 롱 36개입 (EA),11,5523,FC-2973,FC,2973,화이트 한듯안한듯 팬티라이너 롱
254,FC,화이트 한듯안한듯 팬티라이너 롱 36개입 X3,3,19500,FC-2974,FC,2974,화이트 한듯안한듯 팬티라이너 롱
255,FMC,(1+1) 크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2,30,0,FMC-2,FMC,2,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml
256,FMC,(1+1) 크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2,17,0,FMC-3,FMC,3,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml
257,FMC,(핫딜위크/1+1) 스카트 주방 위생 세트,12,0,FMC-20,FMC,20,스카트 주방 위생 세트
258,FMC,(핫딜위크/1+1) 크리넥스 칼로리라이트 키친타월 55매 X 3롤,6,0,FMC-23,FMC,23,크리넥스 칼로리라이트 키친타월
259,FMC,[1+1] 스카트 항균 프레쉬블루 빨아쓰는 행주타월 45매 X 4롤,30,24800,FMC-240,FMC,240,스카트 항균 프레쉬블루 빨아쓰는 행주타월
260,FMC,[1+1] 크리넥스 데코앤소프트 클래식 27-30롤,53,39177,FMC-243,FMC,243,크리넥스 데코앤소프트 클래식 27-30롤
261,FMC,[1+1] 크리넥스 마이비데 46매 X 10팩,27,36600,FMC-244,FMC,244,크리넥스 마이비데
262,FMC,[1+1] 크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2,27,0,FMC-245,FMC,245,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml
263,FMC,[1+1] 크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2,16,0,FMC-246,FMC,246,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml
264,FMC,[1+1] 크리넥스 순수 3겹 소프트 27m-30롤,64,32794,FMC-247,FMC,247,크리넥스 순수 3겹 소프트 27m-30롤
265,FMC,[1+1] 크리넥스 울트라클린 27M 30롤,7,35820,FMC-248,FMC,248,크리넥스 울트라클린 27M 30롤
266,FMC,[2020년 2월 신제품] 크리넥스 KF94 데일리 방역 마스크 블랙 17P,69,16900,FMC-289,FMC,289,크리넥스 KF94 데일리 방역 마스크 블랙
267,FMC,[2020년 2월 신제품] 크리넥스 KF94 데일리 방역 마스크 화이트 대형 1P X2,88,11455,FMC-290,FMC,290,크리넥스 KF94 데일리 방역 마스크 화이트 대형
268,FMC,[2020년 2월 신제품] 크리넥스 카카오 프렌즈 건강마스크 성인 중형 (5P),31,13548,FMC-291,FMC,291,크리넥스 카카오 프렌즈 건강마스크 성인 중형 (5P)
269,FMC,[2020년 2월 신제품] 크리넥스 카카오 프렌즈 입체마스크 3D 베이비용 (3개입),209,10760,FMC-292,FMC,292,크리넥스 카카오 프렌즈 입체마스크 3D 베이비용
270,FMC,[2020년 2월 신제품] 크리넥스 카카오 프렌즈 입체마스크 3D 어린이 (3개입),72,11000,FMC-293,FMC,293,크리넥스 카카오 프렌즈 입체마스크 3D 어린이
271,FMC,[2020년 2월 신제품] 크리넥스 황사마스크 뉴디자인플러스 소형 1P X2,23,12522,FMC-294,FMC,294,크리넥스 황사마스크 뉴디자인플러스 소형
272,FMC,[2020년 3월 신제품] 크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P,14,12900,FMC-298,FMC,298,크리넥스 KF94 데일리 방역 마스크 화이트 대형
273,FMC,[2020년 3월 신제품] 크리넥스 가습 촉촉 마스크 뉴 대형 2P,10,14700,FMC-299,FMC,299,크리넥스 가습 촉촉 마스크 뉴 대형
274,FMC,[2020년 3월 신제품] 크리넥스 스타일 마스크 블랙 대형 3P,6,9500,FMC-300,FMC,300,크리넥스 스타일 마스크 블랙 대형
275,FMC,[2020년 3월 신제품] 크리넥스 안심 물티슈 캡형 60매,9,7333,FMC-301,FMC,301,크리넥스 안심 물티슈 캡형
276,FMC,[2020년 3월 신제품] 크리넥스 안심 물티슈 캡형 60매 (EA),24,6311,FMC-302,FMC,302,크리넥스 안심 물티슈 캡형
277,FMC,[2020년 3월 신제품] 크리넥스 안심 물티슈 휴대용 20매X3개입,28,8750,FMC-303,FMC,303,크리넥스 안심 물티슈 휴대용
278,FMC,[2020년 3월 신제품] 크리넥스 안심 물티슈 휴대용 20매X3개입 (EA),64,4676,FMC-304,FMC,304,크리넥스 안심 물티슈 휴대용
279,FMC,[대량발주] 택배파손_0102,1,30800,FMC-337,FMC,337,택배파손_0102
280,FMC,[사용완료] 크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P,8,12900,FMC-878,FMC,878,크리넥스 KF94 데일리 방역 마스크 화이트 대형
281,FMC,[신규회원 한정특가] [1+1] 스카트 항균 프레쉬블루 행주타올 45매 X 4롤,61,24000,FMC-939,FMC,939,스카트 항균 프레쉬블루 행주타올
282,FMC,"[쿠폰적용가11,940원] 크리넥스 마이비데 캡형 42매 X 9팩 카카오프렌즈",12,21350,FMC-1471,FMC,1471,크리넥스 마이비데 캡
283,FMC,"[쿠폰적용가22,790원] 크리넥스 순수 3겹 소프트 27m-30롤 X 2",21,46124,FMC-1475,FMC,1475,크리넥스 순수 3겹 소프트 27m-30롤
284,FMC,"[쿠폰적용가25,490원] 크리넥스 데코앤소프트 클래식 27-30롤 X 2",16,38200,FMC-1477,FMC,1477,크리넥스 데코앤소프트 클래식 27-30롤
285,FMC,"[쿠폰적용가26,860원] 크리넥스 3겹 울트라클린 27m 30롤 X 2",4,39800,FMC-1478,FMC,1478,크리넥스 3겹 울트라클린 27m 30롤
286,FMC,"[쿠폰적용가42,240원] 크리넥스 황사마스크 뉴디자인플러스 대형 3P X 16",3,64000,FMC-1506,FMC,1506,크리넥스 황사마스크 뉴디자인플러스 대형
287,FMC,"[쿠폰적용가42,240원] 크리넥스 황사마스크 뉴디자인플러스 소형 3P X 16",1,64000,FMC-1507,FMC,1507,크리넥스 황사마스크 뉴디자인플러스 소형
